id,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,PBF
22928574,1659.9027999914074,3416.0875177245484,4568.028456948623,0.3633740060148834,0.7478253583399184,3.576050236562916,0.00045052358387719424,0.9316433500823668,0.27671753632110985,0.21679261244171769,0.9274413034899708
10557152,295.76823498854185,563.6349224389771,675.4088569398918,0.4379099147864207,0.8345092260007747,2.0266340894870356,0.0028214971294436126,0.8990188577175395,0.19389398104004213,0.49164086294567183,0.8371666067843859
87817,748.20390751417,3455.474624534298,3822.288051013279,0.19574765102170233,0.9040330237848663,3.9107274817088133,0.0012082709201405033,0.98065430051547,0.5251435510855064,0.16304123562574346,0.8789440154843463
106919,10031.224711328183,14287.461258390107,22193.531329589518,0.45198867013804406,0.6437669177658697,6.080607889629392,6.417630312267541e-05,0.892023677974325,0.21128282975103052,0.1891925342890166,1.373688488943963
388772,9329.051921762573,114330.7160864066,120519.50839697248,0.07740698618711694,0.9486490411977041,10.87003699521459,0.00010168761511389168,0.9969995779785604,0.7858297739407326,0.04986898209709376,1.205959957948129
519416,6079.522835298087,7465.477401010471,12573.642254598839,0.48351326625938373,0.5937402424726976,4.774856392161029,9.766230978283442e-05,0.8753370330056773,0.20577397942540593,0.17384685697400634,1.0559522561007604
539187,10911.979883464051,103420.53101477918,104641.42993642305,0.10427972830736199,0.9883325474204083,10.488679115599579,9.057316435472188e-05,0.9945480070183353,0.7234486719958166,0.12578838361062175,1.6502765844112943
950661,645.5841418133726,9528.178523908504,9669.620180536176,0.06676416754329799,0.985372573690911,5.382768307493992,0.0015263271041991695,0.9977687838032671,0.8144747010960561,0.129908187790152,0.9845624322957491
1012066,669.1625758301911,2629.144867716205,2978.3613692678277,0.22467474321112746,0.8827487808715869,3.406671088867465,0.0013191843249398874,0.974433814973092,0.47191323966012977,0.22606930986851487,0.7868290124411778
1022104,12411.584203870254,187151.22884769732,191829.50427918282,0.06470112223095156,0.9756123259085481,12.805729397062128,7.860497982234427e-05,0.9979046872232115,0.8192109278437827,0.06489567001608337,1.642745112848912
1722264,1189.2533421686992,32231.04360302686,32422.045274647327,0.03668039237174976,0.9941088950434036,8.076722922570337,0.000835910112500139,0.9993270479755135,0.8945885961643034,0.074926406204712,1.036000024758106
2265305,309.5126878438303,6596.710029341277,6798.70053055751,0.04552527155045164,0.970289836960995,4.8745013573537985,0.0031348951919236688,0.9989631873348775,0.8697377206194318,0.04153213677220312,0.4724706214074351
2986007,7534.303915611114,8821.808754811576,11328.909142400265,0.6650511378375142,0.7786988706436472,5.3220362144731475,0.00010335379079017232,0.7467978200698149,0.05829981284396698,0.5378020863917292,1.871561294341429
3013292,540.5653725899566,1697.5143403733844,1999.8231675216464,0.2703065857867183,0.8488322207393421,3.087801599778337,0.0015702674713928076,0.9627742984107582,0.3963686372923663,0.24539066494481807,0.7326472870218746
3053950,1213.4696926391682,29783.74814392056,30382.214637469187,0.03994013297314554,0.9803020780186786,7.439143719107564,0.0008078504835886137,0.9992020745465291,0.8851830349905679,0.04704935794455385,0.7591272036155333
3128201,2881.045481430434,64648.80603629916,65900.367613853,0.04371820045545248,0.9810082762377376,9.607649483568185,0.00034050426574684574,0.9990439024131706,0.8749070284443123,0.048368187850001985,0.9173313644838405
3139746,300.10495046910785,5253.2206902165435,5414.846139911167,0.05542261824525844,0.970151423416571,4.538081057330255,0.0032327071642773058,0.998462985486613,0.8432206442051708,0.06743649763604805,0.6217513901876895
3254580,453.73424450782227,4749.262445342895,5115.831354343345,0.08869218179418709,0.9283461702291589,4.384354861919992,0.0020460130163553357,0.9960590830310153,0.7573584100544082,0.05174655551051921,0.48129811540386347
4600132,212.89581408799438,2702.8385879350762,2820.642635691188,0.07547776928353246,0.9582350325895701,3.6756397606869164,0.004500957600761052,0.9971474847503663,0.7909820571193179,0.08138630307469182,0.5858231181848497
4658296,7246.220266430665,22130.82527684665,24060.78732363416,0.30116305709218955,0.9197880758917739,5.827576844590926,0.00012693349664691356,0.9535726574534771,0.355796002684071,0.3354470702450546,1.591775375614781
4834929,706.6679069382252,2768.2467023356453,2848.417929127544,0.24809137019955285,0.9718541208535172,3.458201419230707,0.001375262851633184,0.9687366370859051,0.44235241687498816,0.35042392151400686,1.1484354891610147
5118841,572.6859627037576,5321.261912650332,5733.079255752077,0.09989151329613556,0.9281682103577126,4.71584016714773,0.0016207280618083543,0.9949983344565999,0.7300694389669874,0.08469756679199522,0.6375381250956813
5350166,1290.8836443894534,8217.719457883479,8933.765421648914,0.14449491154774396,0.9198494777991078,5.267017998760603,0.0007125735009480014,0.9895055434593633,0.6286435219110197,0.10736774036925878,0.845075432130588
5650517,3469.6773314384604,14834.273874460629,17582.48564228902,0.1973371343522253,0.8436960607424897,6.0915040657943385,0.0002431626863679309,0.9803356850618322,0.5216160904516349,0.08682344421004397,0.9550635822609171
5661484,3411.486298124451,25722.117929561737,26968.287594436024,0.1264999227770136,0.9537912942929535,6.914737607378558,0.0002795823318467742,0.991966617148687,0.6699070037869405,0.1522951268778789,1.3181047121388236
5709902,423.31466982025745,7343.744395954095,7626.197649832969,0.05550795943893862,0.9629627677057307,5.2771197816445685,0.0022748154891835235,0.9984582447147827,0.8428162850817577,0.061287035794412754,0.6140037456361213
5724071,1294.978408894629,13023.988690900156,13502.56850760361,0.09590607951112387,0.9645563867027259,5.976469101800251,0.0007448436051733515,0.9953903876935953,0.7411109915184201,0.14145770858443663,1.1759211586536784
5857263,1646.9031620885441,57578.27542172716,58386.79594932521,0.028206774071280027,0.9861523395066963,9.349799945861157,0.0005987919400531679,0.9996021097899362,0.9178893776159132,0.0329260052617866,0.825043768380273
5905810,1547.9313647424824,11654.191474057152,12245.547254625197,0.12640769191902157,0.9517085052818127,5.722158089744459,0.0006148260361919478,0.9919783744738117,0.6699523455340763,0.1612056940186569,1.142756007445606
5966923,524.712175878879,3761.0655598236563,3947.2070394540056,0.13293251928114197,0.9528422305266011,4.01483467286149,0.0018159331426426605,0.9911250906508062,0.6556929688789971,0.16123963472679737,0.8660559171993653
6019988,1351.5504107442612,4767.118966854775,5135.714932407098,0.26316694530994783,0.9282288891802718,4.29931529523799,0.0006867882113765346,0.9647503090936177,0.41246853251977006,0.3268953509133535,1.2902591532914591
6102563,902.5899847732625,15079.091605464573,15568.431428517168,0.05797565341874847,0.9685684569251944,6.1922436998475145,0.001073099051911712,0.9983179972386901,0.8364386755856065,0.05836224901142832,0.7019260697069127
6259923,1222.4605994500864,3189.2742167585607,3503.296128230311,0.3489458369217598,0.9103638687745251,3.4820598831846943,0.0007446979225212205,0.9371428935306358,0.2927218110734279,0.4965578482463526,1.1604956737378256
6645418,328.6736016886798,4972.284247996604,5050.682075550224,0.06507509218997395,0.984477774213282,4.621217622820304,0.0029953052790220158,0.9978803697720816,0.8187398972705741,0.10897857167411058,0.802283363218063
6665789,609.9120760821594,13631.565673527364,14071.616499755852,0.04334342654184341,0.9687277701011734,6.181767936026238,0.0015883072463885415,0.9990602321059586,0.8756509146201024,0.02714154550591348,0.5137192440629755
7586800,7963.7053111266805,179614.6568323753,183657.3826467097,0.043361748906364225,0.9779876759862621,12.588316875778224,0.0001228056084169568,0.9990594370365466,0.8757861291515447,0.03920785491824015,1.259662667858725
7687820,3759.38002724393,30176.651124398824,32216.54554819368,0.11669097239554012,0.9366817767366362,8.277051425507443,0.0002491585766665188,0.9931682722285199,0.6909447894820667,0.10053592317305,1.2405377073929444
8689461,563.6769988947971,10688.931634558157,10937.109052263248,0.051538024920593964,0.9773086821646224,6.266263072896489,0.0017338097599881388,0.9986710329168881,0.8537671783755638,0.07366031721333359,0.8358129348884191
8973725,237.97333510775294,762.9363371160664,797.983097672946,0.2982185159080732,0.9560808234421483,2.5142389787792725,0.004017596437891836,0.9544976253347026,0.3649088938220834,0.44568049076455307,0.938183124634728
9231170,106.22097242440861,225.32277406956132,303.0778100499585,0.3504742640409717,0.7434486016393603,1.9188640513362463,0.006999075461942604,0.9365723625246151,0.29290876156893525,0.30434965874721914,0.5527051456441414
9284896,802.2075460517822,8280.8251302603,8500.779655255204,0.09436870247023228,0.9741253703877705,5.141442342861637,0.0012143059176918925,0.9955373162237993,0.7454700570889543,0.16202837355366329,1.1087937630570492
10061985,4063.6289934695806,24033.889447827685,26972.69452060872,0.15065713921776447,0.8910451801344648,7.1629003862417475,0.0002192732608135268,0.9885860743520107,0.6148082200996179,0.08444423349144367,1.0691421727136494
10142210,355.76035970455933,2408.5922051205957,2562.222009577858,0.1388483739405443,0.9400404009164789,3.517502392826656,0.002642341607977724,0.9903136518568583,0.641905145489526,0.15794781806028588,0.768578344331269
11301237,11976.096679112808,168376.36926345658,176715.25584943366,0.06777058733014414,0.9528117335094032,12.04203472559209,7.955945572576888e-05,0.9977009308870706,0.8105198992450977,0.03688704671585453,1.1584015978490187
11664621,408.1676818249471,1342.1353670614697,1509.258470548934,0.27044253173977023,0.8892680698842261,2.926946713987099,0.002178683196837742,0.9627361201420581,0.39768058992650374,0.29538771300647754,0.8697346404411784
11667291,1665.9321719609488,42577.268948703066,43107.98672339822,0.038645557322135655,0.9876886439141661,8.402309138687963,0.000592874464241584,0.9992529814312597,0.8889543344729937,0.04781901509544,0.8734891586930311
11796436,2755.6279148947146,2764.4973423878896,4661.38821316065,0.5911603558602264,0.5930630996540459,3.6771127927619576,0.00021521886044499058,0.8065540488145915,0.1394939535453617,0.32030299253725036,1.0084814729446774
11894206,398.8611229790781,1153.6285751440078,1390.1947319671606,0.28691025351152033,0.8298323598965119,2.766397845996555,0.0020805044966491757,0.9579574658772461,0.3714763904377777,0.13384096925315822,0.493216263263334
11955349,367.6294336364693,6081.224693169865,6195.146929789696,0.05934151970935564,0.9816110516972519,4.706606477398353,0.0026701100670517013,0.998237739237795,0.8333995297281416,0.1016832318095104,0.7311454302488524
12008966,288.3197614373166,1759.7834935240282,1779.7855476435138,0.16199691126779855,0.9887615369469828,3.1711080129925913,0.003429392186015487,0.9867912650300938,0.5992159800882858,0.2795374748202047,0.8961407133911453
12265790,237.1546375400173,733.8875749055794,745.4560782772945,0.31813361571625765,0.984481307874705,2.4395121102946344,0.004151220984276912,0.9480458863110479,0.3429633185247961,0.3035060310530291,0.7638902291356477
12381586,1113.8237717726802,13624.929050683699,14294.612194920026,0.07791913180887183,0.9531513597497722,6.184830460298032,0.0008557470076552653,0.9969596826843861,0.7846605264374621,0.07620805404323687,0.8121545325641711
12395811,2924.07257037489,13666.85978554318,14843.18220472181,0.19699768756087252,0.9207499845414262,5.569741293144947,0.0003148861604427891,0.9804039530191976,0.5239458635861678,0.2398215904510903,1.3375135911855662
12627006,9941.870731934529,37818.57697337512,41613.494620617515,0.23890977728673626,0.9088056006389286,7.507052879338115,9.141193092762025e-05,0.9710417696045839,0.44934175257839704,0.2524490972132963,1.7052566324801073
12724819,9555.31493413501,85476.94221322502,91653.93642288395,0.10425427763459662,0.9326052491498152,9.802244061704194,9.760068146139433e-05,0.9945506752272045,0.7197594291015728,0.06068018634646721,1.3160898575707667
13021733,4646.593636694042,23735.460045223354,24117.863047918378,0.19266191318285522,0.9841444077389755,6.769543650555652,0.0002117991123577517,0.9812651971861236,0.5396199505483599,0.26028456813036455,1.770829154773614
13364814,1577.9696048829362,2524.3129498900366,3608.976973434185,0.4372346004140314,0.6994538808287222,3.4798658059071745,0.0004432619479261846,0.8993474880160517,0.20843207182417287,0.24385984654283274,0.9380575722198647
13630833,3371.1679316834848,38391.052176841265,39388.1501597287,0.08558837919558457,0.9746853310235705,7.3613552574184675,0.00028912393294416356,0.9963305823604297,0.7667313081516678,0.15054044155095433,1.3394863030468485
13838538,708.7180642443416,7371.48500685991,7606.773344094802,0.09316934160980686,0.9690685752563473,5.125118420499423,0.0013673541343829014,0.9956502768462403,0.7479724555345496,0.13780204266445964,0.9454032219034235
13850404,920.5146677542479,5684.645268923462,5929.878601753317,0.15523330738711494,0.9586444598111427,4.229756561800303,0.0010414222536506877,0.987877836717505,0.609070988191568,0.18874243088519832,0.9543951723225248
13874722,105.39653726220429,1471.4389412027128,1478.352084213168,0.07129325847861209,0.9953237506245783,3.2321067846711387,0.009443609595526117,0.9974553981484594,0.8037406980170886,0.19404370340796007,0.7735102394972448
15891916,5306.76171459996,89342.15603759089,90478.93558515456,0.058651902570245024,0.987435975675313,10.38065621711495,0.00018607128580103375,0.9982784953733554,0.8355161307503602,0.07155584390744504,1.2830780301240434
15979280,7276.703222744845,28365.31322784082,34111.99759772422,0.21331800349418148,0.8315348037469729,7.508151999552934,0.00011427356294370208,0.9769828193910353,0.4923879250110481,0.08833779203608146,1.09848105796077
16364869,3550.240861434283,18003.905577620983,20929.61238005237,0.16962764512628778,0.8602120885325222,5.879816836959006,0.00024229682494978662,0.985508225236558,0.5756767041464599,0.044582703683162694,0.5313501504370256
16498242,193.76080352231114,2350.5045028494033,2458.069873106967,0.07882640182127944,0.9562399053686775,3.854769150562224,0.004935156584745318,0.9968883580300807,0.7824856720143144,0.11409682480706623,0.6627904682723552
16855553,265.04930374400504,1232.215980402048,1314.0440608920844,0.20170503534262552,0.9377280542370211,2.808327148607409,0.0035379381910873283,0.9794463123200935,0.5168615151782491,0.19658894060409615,0.7030481787581394
17114758,1850.1219843886977,20434.715054759614,20849.877617931663,0.08873538820187245,0.980088009590282,6.713014177441909,0.0005297423725896186,0.9960552348543041,0.7594849009574716,0.13051866864465458,1.220903543041966
17899555,814.908972451397,14612.26568894289,15167.764439442091,0.053726373171534524,0.9633763596001869,5.853525956389832,0.0011821889219137845,0.998555695405035,0.8475614865576461,0.05039096507704816,0.5335245458494616
18227797,3020.966892214628,47067.91906379452,48513.08468858463,0.062271177180482945,0.9702108073715179,8.991510694397366,0.0003211590335107149,0.9980592670240365,0.8252646432980076,0.052630384875364165,1.0248200954976818
