id,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
22928574,11.759559240362812,11.759559240362812,0.15529331485680675,-3.2786647014361296,0.43295290698878164,11.789473684210526,377.06900000000013,350.86100000000016,378.08530401199994,110,0,,,,,1.0526315789473684,1.5789473684210527,1.9473684210526316,,,,,,,,,2.394174512781553,4.697063083464509,304.5678250906079,14.72576835024473,12.53033438735399,15.384436353603675,8.992329584893206,6.960872962706122,13.327547168834112,4.686995938644089,14.487238998874497,2.935190931726655,13.061316410123386,1.7678230116083797,10.800642493127102,-0.36129870129870134,10235.096042141138,18.6387012987013,10.429009724909347,8.417147862771962,121.0601561935033,0.0,0.0,0.0,0.0,0.0,121.28484205515532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.737262265499481,30.957758883245326,0.0,0.0,0.0,55.327983151465205,7.109797541277533,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,38.06755642452286,15.737262265499481,0.0,46.4544980907759,12.152040213667762,8.873485060689301,0.0,0.0,52.6,25.174513936880388,9.589074368143644,0.0,5.783244946364939,0.0,34.55677155239334,19.075777413358388,7.109797541277533,0.0,13.847474399381248,6.1481878973558395,13.099778911564627,-3.2786647014361296,22.578287028577883,0.0,0.0,-0.5857969051818255,0.0,6.6367395922566566,5.63687058039163,1.6561188271604936,0.7142857142857143,19,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,10.230694584412438,0,3.3636000000000026,78.10600000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10557152,2.4328703703703702,2.4328703703703702,1.4004629629629628,-1.4004629629629628,0.5522555925582674,11.333333333333334,186.84199999999998,168.69799999999998,188.062028376,54,0,,,,,0.8888888888888888,1.2222222222222223,1.2222222222222223,,,,,,,,,1.6151713102472967,4.399515870465618,121.99328661116543,7.6547005383792515,7.5,9.598076211353316,3.8540592754970238,3.5,10.843266739736606,3.875,14.889900109604909,1.875,7.644709581221619,0.75,3.897114317029974,0.2828571428571427,50.070310617666195,9.282857142857143,2.911956960560357,3.0921954473674957,61.70680946419708,0.0,0.0,0.0,0.0,0.0,61.2846598581811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.266054825344272,0.0,0.0,0.0,38.03990277905966,0.0,9.978702253777175,0.0,0.0,0.0,0.0,0.0,0.0,13.266054825344272,0.0,0.0,20.771211599071872,9.978702253777175,17.268691179987794,0.0,0.0,0.0,13.266054825344272,0.0,0.0,0.0,0.0,0.0,5.573104530069267,4.405597723707907,0.0,38.03990277905966,0.0,1.6898148148148149,-1.4004629629629628,0.0,0.0,1.5300925925925928,7.298611111111111,0.0,0.0,6.715277777777778,0.0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0034756078922538,0,3.220100000000002,47.394000000000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87817,12.096349757495592,12.096349757495592,0.17370512093726376,-0.17370512093726376,0.4898487994258676,12.157894736842104,262.39300000000003,236.18499999999995,262.193280072,106,0,0.3379109361916994,-0.46208965250668593,0.46208965250668593,0.3379109361916994,1.1578947368421053,1.894736842105263,2.5789473684210527,16.532726894691038,9.936763918040034,2.149503155671274,-2.1367388287329154,2.2275919181898063,-2.102836656279721,5.908324817404742,0.049573397184623384,2.4564111294614697,2.5634768063128943,384.60338412279503,14.08757566981053,12.445888613995143,12.445888613995143,9.201907262607799,7.462760950869699,7.462760950869699,5.093125672278271,5.093125672278271,3.55504093421154,3.55504093421154,2.103995640708392,2.103995640708392,-1.31,18251.13469189872,15.746529112492935,8.73339533486759,5.055950119610123,116.7208337074103,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,58.23277767323472,30.38936785217202,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,58.793225759863304,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,74.71466592732912,24.26546827384644,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.52478801067431,30.38936785217202,12.841643245852019,0.0,24.26546827384644,20.771211599071872,4.736862953800049,5.371039304610734,0.0,12.096349757495592,0.0,1.8295367745863782,0.21874061532836764,7.788482508552855,5.536172608506213,6.993011764253197,0.0,0.5882352941176471,19,0,2,0,0,0,0,1,0,1,1,0,2,0,2,0,8,0,0,0,0,1,7.237929678494868,1,4.937200000000005,79.57250000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
106919,3.2713458365526633,3.2713458365526633,0.08502939002736087,0.08502939002736087,0.12063807471503678,16.02127659574468,628.989,568.5090000000002,628.47564992,250,0,0.03372503433369838,-0.3881217975177167,0.3881217975177167,0.03372503433369838,0.5319148936170213,0.9148936170212766,1.2553191489361701,14.81263818386186,9.619960640849788,2.3819033855861953,-2.416900685674926,2.481630652810749,-2.3295246183437155,5.490484146701243,0.250217587855636,3.135511991670431,1.4515401982252996,1356.5041649619272,33.0640563966823,29.95493648884146,29.95493648884146,23.043034970311094,18.809837935628426,18.809837935628426,14.191820226366708,14.191820226366708,11.264083573836864,11.264083573836864,8.348121095607,8.348121095607,-3.5199999999999987,43288853272.23327,34.80463879616941,17.046870502644072,8.317890596246652,286.3603633537046,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0925461581673,102.08901300774588,42.720919076441064,0.0,0.0,11.374772549367124,0.0,0.0,5.917906046161393,115.07187363590356,24.72892117336704,130.44258204556778,0.0,0.0,10.633577208012662,11.374772549367124,0.0,0.0,14.09534396535438,5.41499046939678,5.917906046161393,143.03759211668876,97.06187309538579,0.0,0.0,0.0,24.06,0.0,0.0,0.0,5.41499046939678,11.835812092322787,5.917906046161393,121.80534097466123,0.0,14.09534396535438,128.46666190247035,0.0,0.0,0.0,0.0,6.542691673105326,11.162518508997287,1.737576741501798,37.896645771044554,15.318484729926755,6.941589223927668,3.9838266848299395,0.4666666666666667,47,2,2,1,0,1,0,4,0,4,2,0,2,2,2,0,16,1,0,1,0,0,12.623620647863866,5,12.690599999999984,205.24339999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
388772,13.711202294228713,13.711202294228713,0.09115883578194994,-3.833305829299476,0.09237187647467852,15.84,1033.2769999999996,976.8289999999992,1032.336575372,378,0,0.20609585840610883,-0.4967671280386534,0.4967671280386534,0.20609585840610883,0.38666666666666666,0.6933333333333334,1.04,32.229340635277715,9.651406634958247,2.3563720331603975,-2.3846879802444536,2.4599296579395546,-2.299111011029066,7.914276455712626,-0.11238023010277694,3.440039669156842,0.7437386253118898,3579.8724723015334,51.99656704918403,41.777494597042114,43.41048775889755,36.33880464586171,25.164256441033373,28.130582936222147,19.095872446901303,22.99523768083854,14.114630962646883,17.685702829971586,9.954332213903218,12.476214264647547,-7.989999999999996,6.809992500111106e+16,50.53794964746207,21.8442085915234,11.402695984023433,439.1457678025081,18.947451815200196,40.246582832987336,5.783244946364939,19.674506272835004,0.0,0.0,4.794537184071822,16.835593968657875,0.0,0.0,85.48958704509114,206.89376700093177,16.561199529535315,26.691731443348633,40.57758296792989,37.6097914328677,0.0,0.0,0.0,83.2872345545666,7.109797541277533,233.08721270939498,0.0,40.246582832987336,18.947451815200196,0.0,40.246582832987336,0.0,29.728636456300347,29.884033926303605,6.923737199690624,79.18383044189306,224.8518891529811,0.0,12.152040213667762,0.0,122.27000000000001,19.674506272835004,21.630131152729696,0.0,30.78016931783282,40.246582832987336,67.2188634040146,54.48644191314097,72.79640482153933,79.7394480979745,36.39820241076966,18.947451815200196,77.47711322150374,0.0,13.97351257651641,0.0,6.92963682071347,4.0626334088022915,57.52112890617147,11.741107288683915,2.047475445380377,-6.002607667771667,0.171875,75,0,9,2,0,2,0,8,0,8,0,0,9,0,11,0,15,2,0,2,0,0,14.719486851827572,10,15.516319999999961,292.6276000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
519416,3.7204068492767983,3.7204068492767983,1.089706407509438,1.089706407509438,0.1987709799019439,10.954545454545455,572.7960000000003,532.4760000000003,572.3191492799999,218,0,0.05095340679079749,-0.38812149618324043,0.38812149618324043,0.05095340679079749,0.29545454545454547,0.5454545454545454,0.8181818181818182,14.831949591120583,9.768586965043337,2.2765308363630394,-2.2822253157717047,2.546515756401954,-2.042153887412905,6.136830715883218,1.4208419869515205,3.0513720161555797,1.888930978624785,1779.0520627948508,30.79395349313805,26.547005383792524,26.547005383792524,21.371743696003257,15.356836025229596,15.356836025229596,11.791451884327376,11.791451884327376,8.573218371534292,8.573218371534292,6.127848343845661,6.127848343845661,-5.079999999999997,10290408320.296888,29.012478127146228,12.264071987362806,5.517164665089916,262.00625120341283,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.44841319909702,73.20839188586768,42.03653620682592,5.687386274683562,0.0,11.374772549367124,0.0,0.0,0.0,27.694948798762496,24.72892117336704,143.58114733602022,0.0,55.634514916969955,10.633577208012662,11.374772549367124,0.0,0.0,14.09534396535438,0.0,27.694948798762496,22.253805966787983,121.32734136923226,0.0,55.634514916969955,0.0,24.06,0.0,0.0,0.0,0.0,0.0,11.374772549367124,77.88832088375794,0.0,7.04767198267719,166.70353935868454,0.0,0.0,0.0,0.0,7.024356209523612,19.219678275588965,0.0,44.790744850154134,0.0,8.603002813425377,4.0288845179745945,0.14285714285714285,44,2,2,0,0,0,0,6,0,6,0,0,2,2,2,0,7,0,0,0,0,0,8.086616370070686,6,11.338679999999988,191.66339999999946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539187,13.675247594446462,13.675247594446462,0.1018545879277446,-0.6135985298110944,0.01075559686455101,15.416666666666666,995.2239999999994,920.6319999999996,994.5303238080002,390,0,0.34696255205301113,-0.49676380029920963,0.49676380029920963,0.34696255205301113,0.5416666666666666,0.9305555555555556,1.3472222222222223,16.63269727854831,10.053421705661291,2.2704779398031705,-2.2625508177647227,2.3294545619102953,-2.3273133275769946,6.00900748504881,-0.38456003642003317,4.071253463361103,0.8620968325083096,2292.8189216068636,50.9192167799944,42.310214485450395,42.310214485450395,35.104595841371555,26.094540675896834,26.094540675896834,18.788170001683188,18.788170001683188,13.491222960959407,13.491222960959407,9.451776867518408,9.451776867518408,-6.26,8264953764187189.0,55.061112111081606,29.9327704377223,17.499376706431665,424.09910545385685,38.22099718450126,28.561498824832615,5.783244946364939,0.0,11.374772549367124,5.969305287951849,25.023173721602966,4.794537184071822,0.0,0.0,64.20821622926012,118.95398086771485,61.94351756406454,61.03108064695746,47.85687418857928,34.50209533305104,0.0,0.0,0.0,134.58220807065476,69.64042160188114,116.28467847938772,0.0,22.99804733313562,28.747271276901152,22.74954509873425,22.99804733313562,0.0,93.52345613042824,9.473725907600098,20.228636537531145,143.2145037638965,84.92913895846256,0.0,0.0,0.0,182.28,5.969305287951849,29.817710905674787,0.0,50.40128457664422,62.45327877862621,140.03907457386052,6.923737199690624,67.77346822589364,24.26546827384644,9.799819461700956,28.421177722800294,35.51609650421959,0.0,52.50790855862879,22.075203507488524,2.754825870583599,0.7997899795619001,24.054739411858765,18.52732745690935,6.861678045228963,1.5690973321871884,0.5357142857142857,72,0,16,0,2,2,0,4,0,4,2,0,14,0,16,2,34,0,2,2,0,2,22.890717067593013,6,12.523599999999984,278.59379999999953,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
950661,11.927614574644316,11.927614574644316,0.07665729780829933,-0.2446559591677322,0.448868289421045,28.583333333333332,342.4320000000001,312.19200000000006,342.20423868,138,0,0.305736776277919,-0.4689954278205915,0.4689954278205915,0.305736776277919,0.875,1.4583333333333333,2.125,16.62853366520886,10.033775188568393,2.4706637976041663,-2.162829288691215,2.31950007682734,-2.323430297160247,5.693101117328853,-0.15345198777203892,3.1329721860572914,1.465218544205546,410.31316600873174,17.363596551749424,14.82995863140716,14.82995863140716,11.613392202930195,9.110155553071664,9.110155553071664,6.798946029666709,6.798946029666709,4.777874512402487,4.777874512402487,3.3318393762972756,3.3318393762972756,-1.1400000000000001,309597.1784539955,19.188263009494474,9.988192926136852,5.739995780601314,143.7088297836285,18.947451815200196,6.103966387748303,6.103966387748303,0.0,0.0,11.938610575903699,9.589074368143644,0.0,0.0,0.0,32.60702369139466,12.841643245852019,18.75954929201341,26.427527858051672,28.536526183343838,11.938610575903699,0.0,0.0,5.917906046161393,76.60220934634361,20.32356147030337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57407120945197,28.536526183343838,5.917906046161393,58.29031018309871,0.0,0.0,0.0,0.0,71.06000000000002,0.0,9.589074368143644,0.0,30.250509739148605,31.973313221039252,38.524929737556064,7.109797541277533,0.0,0.0,11.660600153490673,14.210588861400147,21.46302797113293,0.0,22.8871624959573,0.0,0.0,0.07638129147740524,0.0,6.59753182092766,3.227203361071116,1.4153597261002557,0.8888888888888888,24,0,6,0,2,2,0,0,0,0,4,0,6,0,6,2,10,0,2,2,0,4,7.985669702345255,2,2.625700000000001,87.47600000000007,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1012066,3.3467329617032,3.3467329617032,0.8340797430083141,0.8340797430083141,0.8549350690945362,38.0,270.41999999999996,244.21199999999993,270.209598832,108,0,0.057568261688288845,-0.38645236930317767,0.38645236930317767,0.057568261688288845,0.8,1.4,1.95,14.90891648968331,9.505248205144504,2.4801473573545443,-2.5435299335690775,2.5949005063700907,-2.4328452702087997,5.691419077388901,-0.002751865949049373,2.455491375249324,1.6712754780699475,480.13972821869544,13.689869965382487,12.654336059449747,12.654336059449747,9.77951954312824,8.275858577612695,8.275858577612695,7.2615260132017205,7.2615260132017205,6.193933833740587,6.193933833740587,5.663524376269983,5.663524376269983,-1.1800000000000002,65966.77579607308,12.552364038407738,4.680395242121728,1.840855952747661,121.89293939888466,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,79.38982397405725,14.09534396535438,11.374772549367124,0.0,11.374772549367124,0.0,0.0,23.671624184645573,38.02201416079144,24.72892117336704,23.762552697081826,0.0,0.0,10.633577208012662,11.374772549367124,0.0,0.0,14.09534396535438,0.0,23.671624184645573,43.58546565248844,18.19910120538483,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,0.0,29.589530230806965,37.05805904107116,11.984273114623004,14.09534396535438,28.832678413397492,0.0,0.0,0.0,0.0,6.62538081590661,4.042613404929874,4.899809513311497,7.032329695767196,7.5431638969229144,0.0,4.023369339828575,0.6666666666666666,20,2,2,4,0,4,0,1,0,1,0,4,2,2,2,0,3,4,0,4,0,0,2.937501246137173,5,4.309700000000004,85.32140000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022104,13.984647024336258,13.984647024336258,0.13012791927433076,-0.5354547573273385,0.09420124656161347,19.566666666666666,1193.3659999999993,1128.8539999999991,1192.462244248,448,0,0.26566803004580203,-0.45738154461160196,0.45738154461160196,0.26566803004580203,0.4777777777777778,0.9222222222222223,1.4555555555555555,16.491014252513775,9.592058404135768,2.6152300181639667,-2.4396940677511347,2.679136559740276,-2.397006752512649,6.352555239557015,-0.11376433825752852,1.5286345567178852,0.6100719399519129,4366.767375231531,62.16525725546567,50.37440396158738,50.37440396158738,43.43088214374091,30.52515364266755,30.52515364266755,25.274032678383715,25.274032678383715,18.621387674829926,18.621387674829926,14.549883576614608,14.549883576614608,-10.600000000000009,1.6247753733440077e+23,57.16216712580348,22.524937653946793,10.502922810681728,520.9304327430012,29.581029023212857,45.99609466627124,0.0,5.907179729351506,29.535898646757527,0.0,28.76722310443093,9.799819461700956,0.0,0.0,63.08732005600292,242.67881924575605,34.84040320184852,33.62857851615511,47.71467491963112,58.19262347484328,0.0,0.0,23.671624184645573,77.55277505187674,20.433396669713616,250.26117668450607,0.0,45.99609466627124,39.38084848491381,22.74954509873425,45.99609466627124,0.0,35.443078376109035,15.624518122865382,30.595361384336194,133.84280625902463,200.1901132592331,0.0,0.0,0.0,169.87999999999997,17.721539188054518,28.76722310443093,0.0,45.24187460193906,97.62626088688366,28.36554038333187,66.83293761102398,109.19460723230902,55.4546737473835,55.670257080930966,18.947451815200196,25.27912685472498,0.0,81.70552060732338,5.655707230576565,7.285653122035701,5.2480184813584065,60.40358838936414,6.140632665656827,9.615085982293344,0.0,0.21052631578947367,90,2,14,3,2,5,6,9,0,9,5,2,10,2,14,2,15,3,0,3,0,5,14.30638056303567,14,17.015819999999973,344.0729000000008,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,4,1,0,0,0,9,0,7,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
